step,best_policy,best_ipc,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay_ipc,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay_loss,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay_loss_pct,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV_ipc,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV_loss,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV_loss_pct,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay_ipc,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay_loss,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay_loss_pct,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV_ipc,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV_loss,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV_loss_pct,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay_ipc,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay_loss,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay_loss_pct,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV_ipc,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV_loss,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV_loss_pct,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay_ipc,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay_loss,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay_loss_pct,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV_ipc,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV_loss,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV_loss_pct
47,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.200809,0.200021,0.0007879999999999832,0.3924126906662466,0.200021,0.0007879999999999832,0.3924126906662466,0.196234,0.004574999999999996,2.2782843398453236,0.196234,0.004574999999999996,2.2782843398453236,0.200809,0.0,0.0,0.200809,0.0,0.0,0.198363,0.002445999999999976,1.2180728951391502,0.198363,0.002445999999999976,1.2180728951391502
48,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.332604,0.328983,0.0036209999999999853,1.08868203629541,0.328983,0.0036209999999999853,1.08868203629541,0.32884,0.0037639999999999896,1.1316761073228192,0.32884,0.0037639999999999896,1.1316761073228192,0.332395,0.00020900000000001473,0.06283748842467761,0.332395,0.00020900000000001473,0.06283748842467761,0.332604,0.0,0.0,0.332604,0.0,0.0
49,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.301673,0.299359,0.0023140000000000382,0.7670557192722047,0.299355,0.0023180000000000422,0.7683816582856411,0.299188,0.002485000000000015,0.8237396120965464,0.299183,0.0024900000000000477,0.8253970358633513,0.301673,0.0,0.0,0.301667,6.0000000000060005e-06,0.0019889085201546045,0.301455,0.00021800000000005149,0.07226367623222876,0.301462,0.00021100000000001673,0.06994328295870585
50,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.253268,0.251708,0.0015600000000000058,0.615948323515014,0.251708,0.0015600000000000058,0.615948323515014,0.251589,0.001678999999999986,0.662934125116472,0.251605,0.00166299999999997,0.6566167064137475,0.253268,0.0,0.0,0.253268,0.0,0.0,0.252174,0.0010939999999999839,0.43195350379834163,0.252171,0.0010970000000000146,0.43313801980511346
51,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.234637,0.231861,0.0027760000000000007,1.183104114014414,0.231861,0.0027760000000000007,1.183104114014414,0.228983,0.00565400000000002,2.409679632794495,0.228983,0.00565400000000002,2.409679632794495,0.234637,0.0,0.0,0.234637,0.0,0.0,0.231861,0.0027760000000000007,1.183104114014414,0.231861,0.0027760000000000007,1.183104114014414
52,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.29548,0.295429,5.100000000002325e-05,0.01726005144172981,0.295429,5.100000000002325e-05,0.01726005144172981,0.294824,0.0006560000000000454,0.222011642073929,0.294824,0.0006560000000000454,0.222011642073929,0.29548,0.0,0.0,0.29548,0.0,0.0,0.293895,0.001585000000000003,0.5364153242182222,0.293917,0.0015630000000000366,0.5289698118316084
53,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.147335,0.147262,7.299999999998974e-05,0.049546950826341155,0.147303,3.200000000000425e-05,0.021719211321141782,0.147174,0.00016099999999999448,0.10927478195947636,0.147174,0.00016099999999999448,0.10927478195947636,0.147335,0.0,0.0,0.147334,1.000000000001e-06,0.0006787253537862695,0.147303,3.200000000000425e-05,0.021719211321141782,0.147335,0.0,0.0
54,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.236576,0.236543,3.300000000000525e-05,0.013949005816314947,0.236545,3.100000000000325e-05,0.013103611524416359,0.236576,0.0,0.0,0.236576,0.0,0.0,0.23506,0.0015160000000000173,0.640808873258495,0.235162,0.0014139999999999986,0.5976937643717023,0.235256,0.0013200000000000156,0.5579602326525157,0.235189,0.0013869999999999993,0.5862809414310831
55,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.268581,0.268073,0.0005080000000000084,0.1891421954643137,0.267863,0.0007179999999999964,0.26733089831372897,0.268437,0.000144000000000033,0.05361511052532867,0.268581,0.0,0.0,0.26759,0.0009910000000000196,0.36897621201798325,0.26773,0.0008509999999999907,0.3168504101183593,0.268542,3.900000000001125e-05,0.014520759100610707,0.268304,0.0002770000000000272,0.103134622329959
56,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.294106,0.293514,0.0005919999999999814,0.20128797100364546,0.293514,0.0005919999999999814,0.20128797100364546,0.292089,0.002016999999999991,0.6858071579634524,0.292089,0.002016999999999991,0.6858071579634524,0.294106,0.0,0.0,0.294106,0.0,0.0,0.294089,1.6999999999989246e-05,0.005780228897060667,0.294089,1.6999999999989246e-05,0.005780228897060667
57,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.297036,0.297036,0.0,0.0,0.297036,0.0,0.0,0.293966,0.003070000000000017,1.0335447555178554,0.293966,0.003070000000000017,1.0335447555178554,0.297023,1.3000000000040757e-05,0.004376573883314062,0.297023,1.3000000000040757e-05,0.004376573883314062,0.296809,0.00022700000000003273,0.07642171319302465,0.296809,0.00022700000000003273,0.07642171319302465
58,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.203246,0.201776,0.001469999999999999,0.7232614664003223,0.201976,0.0012700000000000211,0.6248585458016497,0.200947,0.0022990000000000232,1.1311415722818767,0.200947,0.0022990000000000232,1.1311415722818767,0.203246,0.0,0.0,0.203246,0.0,0.0,0.202409,0.0008370000000000044,0.41181622270549206,0.202544,0.0007020000000000082,0.3453942513013826
59,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.247069,0.245652,0.0014170000000000016,0.5735239953211457,0.245647,0.0014220000000000066,0.5755477214867128,0.245456,0.0016130000000000033,0.6528540610112977,0.245439,0.0016300000000000203,0.659734729974226,0.247047,2.2000000000022002e-05,0.00890439512849528,0.247024,4.500000000001725e-05,0.018213535490092747,0.247021,4.800000000002025e-05,0.01942777118943301,0.247069,0.0,0.0
60,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.257464,0.257464,0.0,0.0,0.257464,0.0,0.0,0.25507,0.0023940000000000072,0.9298387347357326,0.25507,0.0023940000000000072,0.9298387347357326,0.255672,0.0017920000000000158,0.6960196376969269,0.255672,0.0017920000000000158,0.6960196376969269,0.254945,0.002519000000000049,0.9783892116956346,0.254945,0.002519000000000049,0.9783892116956346
61,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.195261,0.195261,0.0,0.0,0.195261,0.0,0.0,0.193994,0.0012669999999999904,0.6488750953851463,0.193994,0.0012669999999999904,0.6488750953851463,0.194078,0.0011829999999999896,0.6058557520446938,0.194078,0.0011829999999999896,0.6058557520446938,0.193417,0.0018439999999999845,0.9443770133308672,0.193395,0.0018659999999999788,0.9556439842057446
62,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.37497,0.371295,0.0036750000000000393,0.9800784062725122,0.371295,0.0036750000000000393,0.9800784062725122,0.371291,0.0036790000000000433,0.9811451582793405,0.371291,0.0036790000000000433,0.9811451582793405,0.374967,3.000000000030756e-06,0.0008000640051286117,0.374967,3.000000000030756e-06,0.0008000640051286117,0.37497,0.0,0.0,0.37497,0.0,0.0
63,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.257516,0.255827,0.001688999999999996,0.6558815762904037,0.255827,0.001688999999999996,0.6558815762904037,0.255158,0.0023580000000000267,0.9156712592615708,0.255158,0.0023580000000000267,0.9156712592615708,0.257516,0.0,0.0,0.257516,0.0,0.0,0.257245,0.0002710000000000212,0.10523617949953447,0.257245,0.0002710000000000212,0.10523617949953447
64,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.540476,0.538343,0.0021329999999999405,0.3946521214632917,0.538343,0.0021329999999999405,0.3946521214632917,0.538242,0.0022339999999999582,0.4133393527187069,0.538242,0.0022339999999999582,0.4133393527187069,0.540476,0.0,0.0,0.540476,0.0,0.0,0.539885,0.0005910000000000082,0.10934805615790677,0.539885,0.0005910000000000082,0.10934805615790677
65,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.269613,0.267886,0.0017269999999999786,0.6405477480685199,0.267886,0.0017269999999999786,0.6405477480685199,0.268134,0.001479000000000008,0.5485640529202999,0.268134,0.001479000000000008,0.5485640529202999,0.269613,0.0,0.0,0.269613,0.0,0.0,0.268669,0.0009440000000000004,0.3501314847577826,0.268598,0.0010149999999999881,0.37646552651392484
66,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.224749,0.223335,0.0014139999999999986,0.6291462920858373,0.223322,0.0014270000000000116,0.6349305224939874,0.222144,0.002604999999999996,1.15907078563197,0.222582,0.0021670000000000023,0.9641867149575758,0.224749,0.0,0.0,0.22453,0.00021899999999999697,0.09744203533719704,0.22357,0.0011790000000000134,0.5245852039386218,0.223884,0.0008650000000000047,0.38487379254190435
67,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.227577,0.226217,0.00136,0.5975999332094193,0.226217,0.00136,0.5975999332094193,0.225998,0.001578999999999997,0.6938310989247582,0.225998,0.001578999999999997,0.6938310989247582,0.22757,7.000000000007001e-06,0.0030758820091692043,0.22757,7.000000000007001e-06,0.0030758820091692043,0.227577,0.0,0.0,0.227577,0.0,0.0
68,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.203695,0.203238,0.0004569999999999852,0.2243550406244558,0.203571,0.00012399999999998523,0.06087532830947507,0.202839,0.0008559999999999957,0.42023613736223064,0.202836,0.0008589999999999987,0.421708927563268,0.203695,0.0,0.0,0.203667,2.8000000000000247e-05,0.013746041876334839,0.203315,0.00037999999999999146,0.18655342546453837,0.203318,0.00037699999999998846,0.18508063526350105
69,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.189942,0.189571,0.0003710000000000102,0.1953227827442115,0.189576,0.0003660000000000052,0.19269040022744058,0.188915,0.0010270000000000001,0.5406913689442041,0.188757,0.0011849999999999916,0.6238746564740771,0.189942,0.0,0.0,0.189942,0.0,0.0,0.189747,0.00019500000000000073,0.10266291815396317,0.189702,0.00023999999999999022,0.12635436080487214
70,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.225321,0.224058,0.0012629999999999864,0.5605336386754837,0.224058,0.0012629999999999864,0.5605336386754837,0.223961,0.00136,0.6035833322238052,0.223961,0.00136,0.6035833322238052,0.225321,0.0,0.0,0.225321,0.0,0.0,0.225205,0.00011600000000000499,0.051482107748503245,0.225205,0.00011600000000000499,0.051482107748503245
71,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.231244,0.23104,0.00020400000000000973,0.08821850512878593,0.23104,0.00020400000000000973,0.08821850512878593,0.230776,0.0004679999999999962,0.20238362941308582,0.230776,0.0004679999999999962,0.20238362941308582,0.231244,0.0,0.0,0.231244,0.0,0.0,0.231167,7.699999999999374e-05,0.03329816124958647,0.231167,7.699999999999374e-05,0.03329816124958647
72,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.17331,0.172631,0.0006789999999999852,0.39178350931855355,0.172631,0.0006789999999999852,0.39178350931855355,0.171836,0.001474000000000003,0.8504991056488392,0.171835,0.001475000000000004,0.8510761063989408,0.17271,0.0005999999999999894,0.346200450060579,0.17271,0.0005999999999999894,0.346200450060579,0.17331,0.0,0.0,0.17331,0.0,0.0
73,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.164432,0.164432,0.0,0.0,0.164401,3.100000000000325e-05,0.01885277804807048,0.163255,0.0011769999999999836,0.7157974116960103,0.162818,0.0016140000000000043,0.9815607667607305,0.1644,3.200000000000425e-05,0.019460932178653943,0.164348,8.400000000000074e-05,0.05108494696896026,0.163387,0.0010449999999999904,0.6355210664590776,0.162964,0.001467999999999997,0.8927702636956293
74,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.211643,0.208708,0.002934999999999993,1.3867692293154006,0.208708,0.002934999999999993,1.3867692293154006,0.20982,0.0018229999999999913,0.8613561516326982,0.20982,0.0018229999999999913,0.8613561516326982,0.211643,0.0,0.0,0.211643,0.0,0.0,0.210967,0.0006760000000000099,0.3194057918286973,0.210922,0.0007209999999999994,0.3406680116989456
75,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.237498,0.236225,0.0012729999999999964,0.5360045137222192,0.236225,0.0012729999999999964,0.5360045137222192,0.235895,0.0016029999999999933,0.6749530522362266,0.235895,0.0016029999999999933,0.6749530522362266,0.236884,0.0006139999999999757,0.2585284928715087,0.236884,0.0006139999999999757,0.2585284928715087,0.237498,0.0,0.0,0.237474,2.3999999999996247e-05,0.010105348255562677
76,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.197529,0.194503,0.003026000000000001,1.5319269575606622,0.194503,0.003026000000000001,1.5319269575606622,0.19453,0.0029990000000000017,1.5182580785606172,0.195172,0.002356999999999998,1.1932425112261986,0.197529,0.0,0.0,0.197529,0.0,0.0,0.196655,0.0008740000000000137,0.4424666757792596,0.196688,0.0008410000000000084,0.42576026811253453
77,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.223436,0.220866,0.002569999999999989,1.1502175119497255,0.220877,0.0025590000000000057,1.1452944019764075,0.221005,0.0024309999999999887,1.0880073041049736,0.221015,0.0024210000000000065,1.0835317495837764,0.223433,3.0000000000030003e-06,0.001342666356362896,0.223436,0.0,0.0,0.22261,0.0008259999999999934,0.3696808034515447,0.22261,0.0008259999999999934,0.3696808034515447
78,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.196092,0.195597,0.0004949999999999954,0.2524325316688062,0.195597,0.0004949999999999954,0.2524325316688062,0.195006,0.0010859999999999759,0.5538216755400404,0.194795,0.0012969999999999926,0.6614242294433188,0.195723,0.00036899999999998045,0.18817697815310183,0.196092,0.0,0.0,0.194612,0.0014799999999999813,0.7547477714542059,0.195012,0.0010799999999999976,0.5507618872773993
79,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.201607,0.199095,0.0025120000000000142,1.2459884825427758,0.199094,0.0025130000000000152,1.2464844970660816,0.1988,0.002807000000000004,1.3923127669178172,0.198759,0.002848000000000017,1.412649362373339,0.201571,3.600000000000825e-05,0.017856522838992816,0.201571,3.600000000000825e-05,0.017856522838992816,0.201488,0.00011900000000000799,0.059025728273327804,0.201607,0.0,0.0
80,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.24679,0.244241,0.0025489999999999957,1.032861947404674,0.244241,0.0025489999999999957,1.032861947404674,0.242869,0.003921000000000008,1.588800194497349,0.242869,0.003921000000000008,1.588800194497349,0.246404,0.00038599999999999746,0.1564082823453128,0.246404,0.00038599999999999746,0.1564082823453128,0.24679,0.0,0.0,0.24679,0.0,0.0
81,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.22445,0.222136,0.0023140000000000105,1.030964580084656,0.222136,0.0023140000000000105,1.030964580084656,0.221128,0.0033220000000000194,1.4800623746937043,0.221128,0.0033220000000000194,1.4800623746937043,0.22445,0.0,0.0,0.224324,0.000126000000000015,0.05613722432613722,0.223011,0.0014390000000000236,0.6411227444865331,0.223011,0.0014390000000000236,0.6411227444865331
82,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.208585,0.205921,0.0026639999999999997,1.2771771699786656,0.205921,0.0026639999999999997,1.2771771699786656,0.206008,0.002576999999999996,1.2354675551933247,0.206008,0.002576999999999996,1.2354675551933247,0.208585,0.0,0.0,0.208585,0.0,0.0,0.207217,0.0013679999999999803,0.6558477359349811,0.207217,0.0013679999999999803,0.6558477359349811
83,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.231329,0.229824,0.0015050000000000063,0.6505885556934091,0.229824,0.0015050000000000063,0.6505885556934091,0.229438,0.0018910000000000038,0.8174504709742418,0.229438,0.0018910000000000038,0.8174504709742418,0.231329,0.0,0.0,0.231329,0.0,0.0,0.23057,0.0007590000000000097,0.3281041287516955,0.23057,0.0007590000000000097,0.3281041287516955
84,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.251519,0.250554,0.0009649999999999936,0.38366882819985515,0.250554,0.0009649999999999936,0.38366882819985515,0.251519,0.0,0.0,0.251519,0.0,0.0,0.250726,0.0007929999999999882,0.315284332396355,0.250844,0.0006749999999999812,0.26836938760092927,0.250021,0.0014979999999999993,0.5955812483351155,0.250021,0.0014979999999999993,0.5955812483351155
85,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.879694,0.879636,5.8000000000002494e-05,0.006593201726964432,0.879636,5.8000000000002494e-05,0.006593201726964432,0.879694,0.0,0.0,0.879694,0.0,0.0,0.874081,0.005612999999999979,0.6380627809215454,0.874081,0.005612999999999979,0.6380627809215454,0.874138,0.005556000000000005,0.6315832550864284,0.874138,0.005556000000000005,0.6315832550864284
86,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.399963,0.399963,0.0,0.0,0.399963,0.0,0.0,0.396311,0.0036519999999999886,0.9130844603125761,0.396311,0.0036519999999999886,0.9130844603125761,0.397383,0.0025800000000000267,0.6450596680192985,0.397383,0.0025800000000000267,0.6450596680192985,0.395712,0.004251000000000005,1.062848313468997,0.395712,0.004251000000000005,1.062848313468997
87,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.580847,1.557312,0.02353499999999986,1.4887588741984432,1.557312,0.02353499999999986,1.4887588741984432,1.557312,0.02353499999999986,1.4887588741984432,1.557312,0.02353499999999986,1.4887588741984432,1.580847,0.0,0.0,1.580847,0.0,0.0,1.580847,0.0,0.0,1.580847,0.0,0.0
88,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.793975,0.789599,0.0043759999999999355,0.5511508548757751,0.789599,0.0043759999999999355,0.5511508548757751,0.789599,0.0043759999999999355,0.5511508548757751,0.789599,0.0043759999999999355,0.5511508548757751,0.793975,0.0,0.0,0.793975,0.0,0.0,0.793975,0.0,0.0,0.793975,0.0,0.0
89,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,1.523693,1.518564,0.005128999999999939,0.33661636563270547,1.518564,0.005128999999999939,0.33661636563270547,1.518622,0.005071000000000048,0.3328098245512743,1.518622,0.005071000000000048,0.3328098245512743,1.523635,5.799999999989147e-05,0.0038065410814311987,1.523635,5.799999999989147e-05,0.0038065410814311987,1.523693,0.0,0.0,1.523693,0.0,0.0
90,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.707773,0.707773,0.0,0.0,0.707773,0.0,0.0,0.706693,0.0010799999999999699,0.15259129692711787,0.706693,0.0010799999999999699,0.15259129692711787,0.701926,0.005846999999999936,0.8261123269748826,0.701926,0.005846999999999936,0.8261123269748826,0.700127,0.007645999999999931,1.0802898669488565,0.700127,0.007645999999999931,1.0802898669488565
91,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,2.122309,2.117433,0.00487599999999988,0.2297497678236242,2.117433,0.00487599999999988,0.2297497678236242,2.117433,0.00487599999999988,0.2297497678236242,2.117433,0.00487599999999988,0.2297497678236242,2.122309,0.0,0.0,2.122309,0.0,0.0,2.122309,0.0,0.0,2.122309,0.0,0.0
92,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.910712,1.906669,0.004043000000000019,0.21159651480704675,1.906669,0.004043000000000019,0.21159651480704675,1.906669,0.004043000000000019,0.21159651480704675,1.906669,0.004043000000000019,0.21159651480704675,1.910712,0.0,0.0,1.910712,0.0,0.0,1.910712,0.0,0.0,1.910712,0.0,0.0
93,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.408455,1.408455,0.0,0.0,1.408455,0.0,0.0,1.408455,0.0,0.0,1.408455,0.0,0.0,1.406276,0.002178999999999931,0.15470852813898428,1.406276,0.002178999999999931,0.15470852813898428,1.406276,0.002178999999999931,0.15470852813898428,1.406276,0.002178999999999931,0.15470852813898428
94,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.970327,1.965931,0.0043959999999998445,0.22311017409799716,1.965931,0.0043959999999998445,0.22311017409799716,1.965931,0.0043959999999998445,0.22311017409799716,1.965931,0.0043959999999998445,0.22311017409799716,1.970327,0.0,0.0,1.970327,0.0,0.0,1.970327,0.0,0.0,1.970327,0.0,0.0
95,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.969153,1.964994,0.004159000000000024,0.21120755979855418,1.964994,0.004159000000000024,0.21120755979855418,1.964994,0.004159000000000024,0.21120755979855418,1.964994,0.004159000000000024,0.21120755979855418,1.969153,0.0,0.0,1.969153,0.0,0.0,1.969153,0.0,0.0,1.969153,0.0,0.0
96,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.453003,1.452845,0.0001580000000001025,0.01087403123050004,1.452845,0.0001580000000001025,0.01087403123050004,1.452782,0.00022100000000002673,0.015209879126197725,1.452782,0.00022100000000002673,0.015209879126197725,1.453003,0.0,0.0,1.453003,0.0,0.0,1.45294,6.300000000014627e-05,0.004335847895712966,1.45294,6.300000000014627e-05,0.004335847895712966
97,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.070412,1.070412,0.0,0.0,1.070412,0.0,0.0,1.070412,0.0,0.0,1.070412,0.0,0.0,1.067868,0.0025439999999998797,0.23766549702356476,1.067868,0.0025439999999998797,0.23766549702356476,1.067868,0.0025439999999998797,0.23766549702356476,1.067868,0.0025439999999998797,0.23766549702356476
98,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.86331,0.860969,0.0023410000000000375,0.2711656299591152,0.860969,0.0023410000000000375,0.2711656299591152,0.859599,0.00371100000000002,0.4298571776071191,0.859599,0.00371100000000002,0.4298571776071191,0.86331,0.0,0.0,0.86331,0.0,0.0,0.86331,0.0,0.0,0.86331,0.0,0.0
99,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,1.746527,1.736337,0.010189999999999921,0.583443599784024,1.736337,0.010189999999999921,0.583443599784024,1.736337,0.010189999999999921,0.583443599784024,1.736337,0.010189999999999921,0.583443599784024,1.746527,0.0,0.0,1.746527,0.0,0.0,1.746527,0.0,0.0,1.746527,0.0,0.0
